Time [ms]
-0.285320
-0.233237
-0.181153
-0.129070
-0.076987
-0.024903
0.027180
0.079263
0.131347
0.183430
0.235513
0.287597
0.339680
0.391763
0.443847
0.495930
0.548013
0.600097
0.652180
0.704263
0.756347
0.808430
0.860513
0.912597
0.964680
1.016763
1.068847
1.120930
1.173013
1.225097
1.277180
1.329263
1.381347
1.433430
1.485513
1.537597
1.589680
1.641763
1.693847
1.745930
1.798013
1.850097
1.902180
1.954263
2.006347
2.058430
2.110513
2.162597
2.214680
2.266763
2.318847
2.370930
2.423013
2.475097
2.527180
2.579263
2.631347
2.683430
2.735513
2.787597
2.839680
2.891763
2.943847
2.995930
3.048013
3.100097
3.152180
3.204263
3.256347
3.308430
3.360513
3.412597
3.464680
3.516763
3.568847
3.620930
3.673013
3.725097
3.777180
3.829263
3.881347
3.933430
3.985513
4.037597
4.089680
4.141763
4.193847
4.245930
4.298013
4.350097
4.402180
4.454263
4.506347
4.558430
4.610513
4.662597
4.714680
4.766763
4.818847
4.870930
4.923013
4.975097
5.027180
5.079263
5.131347
5.183430
5.235513
5.287597
5.339680
5.391763
5.443847
5.495930
5.548013
5.600097
5.652180
5.704263
5.756347
5.808430
5.860513
5.912597
5.964680
6.016763
6.068847
6.120930
6.173013
6.225097
6.277180
6.329263
6.381347
6.433430
6.485513
6.537597
6.589680
6.641763
6.693847
6.745930
6.798013
6.850097
6.902180
6.954263
7.006347
7.058430
7.110513
7.162597
7.214680
7.266763
7.318847
7.370930
7.423013
7.475097
7.527180
7.579263
7.631347
7.683430
7.735513
7.787597
7.839680
7.891763
7.943847
7.995930
8.048013
8.100097
8.152180
8.204263
8.256347
8.308430
8.360513
8.412597
8.464680
8.516763
8.568847
8.620930
8.673013
8.725097
8.777180
8.829263
8.881347
8.933430
8.985513
9.037597
9.089680
9.141763
9.193847
9.245930
9.298013
9.350097
9.402180
9.454263
9.506347
9.558430
9.610513
9.662597
9.714680
9.766763
9.818847
9.870930
9.923013
9.975097
10.027180
10.079263
10.131347
10.183430
10.235513
10.287597
10.339680
10.391763
10.443847
10.495930
10.548013
10.600097
10.652180
10.704263
10.756347
10.808430
10.860513
10.912597
10.964680
11.016763
11.068847
11.120930
11.173013
11.225097
11.277180
11.329263
11.381347
11.433430
11.485513
11.537597
11.589680
11.641763
11.693847
11.745930
11.798013
11.850097
11.902180
11.954263
12.006347
12.058430
12.110513
12.162597
12.214680
12.266763
12.318847
12.370930
12.423013
12.475097
12.527180
12.579263
12.631347
12.683430
12.735513
12.787597
12.839680
12.891763
12.943847
12.995930
13.048013
13.100097
13.152180
13.204263
13.256347
13.308430
13.360513
13.412597
13.464680
13.516763
13.568847
13.620930
13.673013
13.725097
13.777180
13.829263
13.881347
13.933430
13.985513
14.037597
14.089680
14.141763
14.193847
14.245930
14.298013
14.350097
14.402180
14.454263
14.506347
14.558430
14.610513
14.662597
14.714680
14.766763
14.818847
14.870930
14.923013
14.975097
15.027180
15.079263
15.131347
15.183430
15.235513
15.287597
15.339680
15.391763
15.443847
15.495930
15.548013
15.600097
15.652180
15.704263
15.756347
15.808430
15.860513
15.912597
15.964680
16.016763
16.068847
16.120930
16.173013
16.225097
16.277180
16.329263
16.381347
16.433430
16.485513
16.537597
16.589680
16.641763
16.693847
16.745930
16.798013
16.850097
16.902180
16.954263
17.006347
17.058430
17.110513
17.162597
17.214680
17.266763
17.318847
17.370930
17.423013
17.475097
17.527180
17.579263
17.631347
17.683430
17.735513
17.787597
17.839680
17.891763
17.943847
17.995930
18.048013
18.100097
18.152180
18.204263
18.256347
18.308430
18.360513
18.412597
18.464680
18.516763
18.568847
18.620930
18.673013
18.725097
18.777180
18.829263
18.881347
18.933430
18.985513
19.037597
19.089680
19.141763
19.193847
19.245930
19.298013
19.350097
19.402180
19.454263
19.506347
19.558430
19.610513
19.662597
19.714680
19.766763
19.818847
19.870930
19.923013
19.975097
20.027180
20.079263
20.131347
20.183430
20.235513
20.287597
20.339680
20.391763
20.443847
20.495930
20.548013
20.600097
20.652180
20.704263
20.756347
20.808430
20.860513
20.912597
20.964680
21.016763
21.068847
21.120930
21.173013
21.225097
21.277180
21.329263
21.381347
21.433430
21.485513
21.537597
21.589680
21.641763
21.693847
21.745930
21.798013
21.850097
21.902180
21.954263
22.006347
22.058430
22.110513
22.162597
22.214680
22.266763
22.318847
22.370930
22.423013
22.475097
22.527180
22.579263
22.631347
22.683430
22.735513
22.787597
22.839680
22.891763
22.943847
22.995930
23.048013
23.100097
23.152180
23.204263
23.256347
23.308430
23.360513
23.412597
23.464680
23.516763
23.568847
23.620930
23.673013
23.725097
23.777180
23.829263
23.881347
23.933430
23.985513
24.037597
24.089680
24.141763
24.193847
24.245930
24.298013
24.350097
24.402180
24.454263
24.506347
24.558430
24.610513
24.662597
